Age,Income,Debt,Credit_Utilization,Loan_Amount,Loan_Duration,Previous_Defaults,Payment_History,Employment_Length,Num_Credit_Cards,Monthly_Expenses,Existing_Loans,Credit_History_Length,Savings,DTI_Ratio,Savings_to_Income,Expense_to_Income,Risk_Flag_Count,Creditworthy
0.835671096929997,-0.8754857183503288,0.9114082615521787,-0.33637101500537453,1.095808079761808,-1.4124125439248474,-0.553535541280965,-1.283384335965233,0.9102571620740276,0.3933729926456787,-0.8260626092063801,-0.0006366987358220028,1.889449861743101,-0.27767846643591754,0.9263037195093292,-0.07517880733192363,-0.2703401036376638,-0.7753122680426486,1
1.7075170963272943,0.4821639023074686,0.35588625159470944,0.48781528248060413,1.5610756406182593,1.4156648329082053,-0.553535541280965,-0.15991031610640163,0.7477685465278983,1.1662838731755514,-0.2809211560913487,0.7068063410663068,3.081746919418603,0.3788954947976804,-0.19284226772049154,-0.04567140910230525,-1.064682474061458,-0.7753122680426486,1
0.16502032816284531,0.6427895779772209,0.6113213236394243,-0.08742014108608796,0.1414847180448519,1.4156648329082053,3.1330148502006536,-1.5911260620839711,-0.38965176229500675,-1.1524487684140665,0.5685942444585446,0.7068063410663068,0.6860098409117539,-0.8381872409767105,-0.13332786990636097,-0.7040543297532329,0.051993726043929836,0.9271740473781871,1
-0.7738907481111671,-0.4887605527947264,1.3084412373666552,-1.6517497459973496,-0.2853160062780258,-0.7053931997165842,-0.553535541280965,-1.52264269204628,-0.5724514547844022,-1.1524487684140665,-0.5563525973563169,1.4142493808684355,-0.7848612956598929,-0.4804330633299794,0.8183245506135272,-0.35872110324587037,-0.3376727248843391,-0.7753122680426486,1
1.1039314044368578,-0.7930555032542713,-0.16624896815931156,1.0930660596404016,-1.5058607030980262,1.4156648329082053,-0.553535541280965,-1.3076569228140351,-0.28809637757867596,0.3933729926456787,-0.43565381021452354,0.7068063410663068,1.7780202301846428,-1.1319660347305238,0.07189354190960656,-0.8519892339796865,0.5611160639864158,0.9271740473781871,1
-1.2433462862481732,1.6418567709084653,-1.1677139354165302,-1.3335869979104316,0.09504616971878453,0.7086454886999421,-0.553535541280965,-0.8386758697711117,-0.7349400703305315,-0.7659933281491302,1.6640294858810705,-0.7080797385379508,-0.8071472219715846,0.16513992055665433,-0.9480548447423098,-0.3412114435883261,0.3497156617337276,-0.7753122680426486,1
-0.37150028685087605,0.2287131028191318,1.3389728599120203,-0.11920110371408202,2.124189851084584,-0.7053931997165842,-0.553535541280965,0.8552039410345629,-0.9989840705929915,-0.7659933281491302,0.9107418209079763,-0.0006366987358220028,-0.7180035167248181,-0.6854693096385829,0.356492785316365,-0.5948326246625693,1.2186328474610995,-0.7753122680426486,1
0.835671096929997,0.6463827030264988,-0.5602283927318323,0.28159214720562065,1.3146076853121453,-1.4124125439248474,-0.553535541280965,-1.5763891343543412,-0.552140377841136,1.1662838731755514,-0.22535317022864565,1.4142493808684355,-0.60657388516636,2.4780337891374002,-0.622007172775796,0.9853364190555542,-1.1339638089727857,-0.7753122680426486,1
-0.5056304406043064,-0.8444922028783123,-0.72677594957918,0.7162850915951834,0.16395035749008885,0.7086454886999421,1.2897396544598443,1.668335600469426,-0.9786729936497255,-0.7659933281491302,-0.15655374369417185,-0.0006366987358220028,-0.8071472219715846,-0.4165574429145495,-0.30454771790721463,-0.211730935542892,1.4165695505379288,0.9271740473781871,1
-0.2373701330974457,-1.2506446818584331,-1.8738842897674777,-0.3035306869564473,0.2965405476766161,0.0016261444916789833,1.2897396544598443,-0.7935982084804799,-0.9583619167064592,0.3933729926456787,-1.3254021398116813,-0.7080797385379508,0.45200761463899175,0.2513179597864459,-1.127486190784381,0.7082768619272809,-0.9556506620295677,0.9271740473781871,1
